Round,Round offset,Column offset,Row offset,Board offset,Team 1,Team 1 full name,Team 1 division,Player 1,Rating 1,Team 2,Team 2 full name,Team 2 division,Player 2,Rating 2
2,47,5,3,0,London Towers,London Towers,Central,Ameet Ghasi,2475,Webster,Webster Windmills,Atlantic,Aleksandr Shimanov,2646
2,47,5,3,1,London Towers,London Towers,Central,Roman Yanchenko,2436,Webster,Webster Windmills,Atlantic,Ray Robson,2644
2,47,5,3,2,London Towers,London Towers,Central,David Gorodetzky,2418,Webster,Webster Windmills,Atlantic,Denes Boros,2475
2,47,5,3,3,London Towers,London Towers,Central,Aaron Summerscale,2395,Webster,Webster Windmills,Atlantic,Katerina Nemcova,2315
2,47,6,3,0,London Lions,London Lions,Central,Yang-Fan Zhou,2461,San Diego,San Diego Surfers,Pacific,Alexey Dreev,2648
2,47,6,3,1,London Lions,London Lions,Central,Justin Tan,2439,San Diego,San Diego Surfers,Pacific,Samuel Sevian,2610
2,47,6,3,2,London Lions,London Lions,Central,Ravi Haria,2398,San Diego,San Diego Surfers,Pacific,Michael Brown,2499
2,47,6,3,3,London Lions,London Lions,Central,Lawrence Cooper,2347,San Diego,San Diego Surfers,Pacific,Tatev Abrahamyan,2333
2,47,7,3,0,Stockholm,Stockholm Snowballs,Central,Baadur Jobava,2702,Montreal,Montreal Chessbrahs,Atlantic,Eric Hansen,2629
2,47,7,3,1,Stockholm,Stockholm Snowballs,Central,Levan Pantsulaia,2593,Montreal,Montreal Chessbrahs,Atlantic,Aman Hambleton,2479
2,47,7,3,2,Stockholm,Stockholm Snowballs,Central,Erik Blomqvist,2521,Montreal,Montreal Chessbrahs,Atlantic,Raja Panjwani,2407
2,47,7,3,3,Stockholm,Stockholm Snowballs,Central,Inna Agrest,2271,Montreal,Montreal Chessbrahs,Atlantic,Shiyam Thavandiran,2385
3,50,0,6,0,Riga,Riga Magicians,Eastern,Toms Kantans,2524,Australia,Australia Kangaroos,Pacific,Evgenij Miroshnichenko,2606
3,50,0,6,1,Riga,Riga Magicians,Eastern,Noel Studer,2478,Australia,Australia Kangaroos,Pacific,Zong-Yuan Zhao,2543
3,50,0,6,2,Riga,Riga Magicians,Eastern,Arturs Bernotas,2431,Australia,Australia Kangaroos,Pacific,Anton Smirnov,2508
3,50,0,6,3,Riga,Riga Magicians,Eastern,Vojtech Zwardon,2405,Australia,Australia Kangaroos,Pacific,Brandon Clarke,2319
3,50,1,6,0,Oslo,Oslo Trolls,Eastern,Roeland Pruijssers,2507,Minnesota,Minnesota Blizzard,Atlantic,Mauricio Flores,2529
3,50,1,6,1,Oslo,Oslo Trolls,Eastern,Ori Kobo,2482,Minnesota,Minnesota Blizzard,Atlantic,Andrew Tang,2488
3,50,1,6,2,Oslo,Oslo Trolls,Eastern,Lars Oskar Hauge,2433,Minnesota,Minnesota Blizzard,Atlantic,Akshat Chandra,2481
3,50,1,6,3,Oslo,Oslo Trolls,Eastern,Kjetil Stokke,2335,Minnesota,Minnesota Blizzard,Atlantic,Daniel Gurevich,2471
3,50,2,6,0,Estonia,Estonia Horses,Eastern,Gadir Guseinov,2646,San Jose,San Jose Hackers,Pacific,Rauf Mamedov,2678
3,50,2,6,1,Estonia,Estonia Horses,Eastern,Avital Boruchovsky,2565,San Jose,San Jose Hackers,Pacific,Daniel Naroditsky,2626
3,50,2,6,2,Estonia,Estonia Horses,Eastern,Jaan Ehlvest,2536,San Jose,San Jose Hackers,Pacific,Zviad Izoria,2601
3,50,2,6,3,Estonia,Estonia Horses,Eastern,Sander Kukk,2178,San Jose,San Jose Hackers,Pacific,Vinesh Ravuri,1918
3,50,3,6,0,Norway,Norway Gnomes,Eastern,Magnus Carlsen,2827,Las Vegas,Las Vegas Desert Rats,Pacific,Sergei Azarov,2567
3,50,3,6,1,Norway,Norway Gnomes,Eastern,Nils Grandelius,2653,Las Vegas,Las Vegas Desert Rats,Pacific,Robert Aghasaryan,2531
3,50,3,6,2,Norway,Norway Gnomes,Eastern,Ruifeng Li,2585,Las Vegas,Las Vegas Desert Rats,Pacific,Levon Altounian,2443
3,50,3,6,3,Norway,Norway Gnomes,Eastern,Francisco Silva Gonzalez,2062,Las Vegas,Las Vegas Desert Rats,Pacific,Joel Banawa,2401
3,50,4,6,0,Webster,Webster Windmills,Atlantic,Aleksandr Shimanov,2646,Amsterdam,Amsterdam Mosquitoes,Central,Suat Atalik,2537
3,50,4,6,1,Webster,Webster Windmills,Atlantic,Ray Robson,2644,Amsterdam,Amsterdam Mosquitoes,Central,David Klein,2491
3,50,4,6,2,Webster,Webster Windmills,Atlantic,Denes Boros,2475,Amsterdam,Amsterdam Mosquitoes,Central,Quinten Ducarmon,2473
3,50,4,6,3,Webster,Webster Windmills,Atlantic,Katerina Nemcova,2315,Amsterdam,Amsterdam Mosquitoes,Central,Miguoel Admiraal,2448
3,50,5,6,0,San Diego,San Diego Surfers,Pacific,Alexey Dreev,2648,London Towers,London Towers,Central,Ameet Ghasi,2475
3,50,5,6,1,San Diego,San Diego Surfers,Pacific,Samuel Sevian,2610,London Towers,London Towers,Central,Roman Yanchenko,2436
3,50,5,6,2,San Diego,San Diego Surfers,Pacific,Michael Brown,2499,London Towers,London Towers,Central,David Gorodetzky,2418
3,50,5,6,3,San Diego,San Diego Surfers,Pacific,Tatev Abrahamyan,2333,London Towers,London Towers,Central,Aaron Summerscale,2395
3,50,6,6,0,Montreal,Montreal Chessbrahs,Atlantic,Eric Hansen,2629,London Lions,London Lions,Central,Yang-Fan Zhou,2461
3,50,6,6,1,Montreal,Montreal Chessbrahs,Atlantic,Aman Hambleton,2479,London Lions,London Lions,Central,Justin Tan,2439
3,50,6,6,2,Montreal,Montreal Chessbrahs,Atlantic,Raja Panjwani,2407,London Lions,London Lions,Central,Ravi Haria,2398
3,50,6,6,3,Montreal,Montreal Chessbrahs,Atlantic,Shiyam Thavandiran,2385,London Lions,London Lions,Central,Lawrence Cooper,2347
3,50,7,6,0,Miami,Miami Champions,Atlantic,Eduardo Iturrizaga,2665,Stockholm,Stockholm Snowballs,Central,Baadur Jobava,2702
3,50,7,6,1,Miami,Miami Champions,Atlantic,Yuniesky Quesada,2619,Stockholm,Stockholm Snowballs,Central,Levan Pantsulaia,2593
3,50,7,6,2,Miami,Miami Champions,Atlantic,Julio Becerra Rivero,2536,Stockholm,Stockholm Snowballs,Central,Erik Blomqvist,2521
3,50,7,6,3,Miami,Miami Champions,Atlantic,Nicholas Rosenthal,2164,Stockholm,Stockholm Snowballs,Central,Inna Agrest,2271
4,53,0,9,0,Minnesota,Minnesota Blizzard,Atlantic,Mauricio Flores,2529,Riga,Riga Magicians,Eastern,Toms Kantans,2524
4,53,0,9,1,Minnesota,Minnesota Blizzard,Atlantic,Andrew Tang,2488,Riga,Riga Magicians,Eastern,Noel Studer,2478
4,53,0,9,2,Minnesota,Minnesota Blizzard,Atlantic,Akshat Chandra,2481,Riga,Riga Magicians,Eastern,Arturs Bernotas,2431
4,53,0,9,3,Minnesota,Minnesota Blizzard,Atlantic,Daniel Gurevich,2471,Riga,Riga Magicians,Eastern,Vojtech Zwardon,2405
4,53,1,9,0,San Jose,San Jose Hackers,Pacific,Rauf Mamedov,2678,Oslo,Oslo Trolls,Eastern,Roeland Pruijssers,2507
4,53,1,9,1,San Jose,San Jose Hackers,Pacific,Daniel Naroditsky,2626,Oslo,Oslo Trolls,Eastern,Ori Kobo,2482
4,53,1,9,2,San Jose,San Jose Hackers,Pacific,Zviad Izoria,2601,Oslo,Oslo Trolls,Eastern,Lars Oskar Hauge,2433
4,53,1,9,3,San Jose,San Jose Hackers,Pacific,Vinesh Ravuri,1918,Oslo,Oslo Trolls,Eastern,Kjetil Stokke,2335
4,53,2,9,0,Las Vegas,Las Vegas Desert Rats,Pacific,Sergei Azarov,2567,Estonia,Estonia Horses,Eastern,Gadir Guseinov,2646
4,53,2,9,1,Las Vegas,Las Vegas Desert Rats,Pacific,Robert Aghasaryan,2531,Estonia,Estonia Horses,Eastern,Avital Boruchovsky,2565
4,53,2,9,2,Las Vegas,Las Vegas Desert Rats,Pacific,Levon Altounian,2443,Estonia,Estonia Horses,Eastern,Jaan Ehlvest,2536
4,53,2,9,3,Las Vegas,Las Vegas Desert Rats,Pacific,Joel Banawa,2401,Estonia,Estonia Horses,Eastern,Sander Kukk,2178
4,53,3,9,0,Australia,Australia Kangaroos,Pacific,Evgenij Miroshnichenko,2606,Norway,Norway Gnomes,Eastern,Magnus Carlsen,2827
4,53,3,9,1,Australia,Australia Kangaroos,Pacific,Zong-Yuan Zhao,2543,Norway,Norway Gnomes,Eastern,Nils Grandelius,2653
4,53,3,9,2,Australia,Australia Kangaroos,Pacific,Anton Smirnov,2508,Norway,Norway Gnomes,Eastern,Ruifeng Li,2585
4,53,3,9,3,Australia,Australia Kangaroos,Pacific,Brandon Clarke,2319,Norway,Norway Gnomes,Eastern,Francisco Silva Gonzalez,2062
4,53,4,9,0,Amsterdam,Amsterdam Mosquitoes,Central,Suat Atalik,2537,San Diego,San Diego Surfers,Pacific,Alexey Dreev,2648
4,53,4,9,1,Amsterdam,Amsterdam Mosquitoes,Central,David Klein,2491,San Diego,San Diego Surfers,Pacific,Samuel Sevian,2610
4,53,4,9,2,Amsterdam,Amsterdam Mosquitoes,Central,Quinten Ducarmon,2473,San Diego,San Diego Surfers,Pacific,Michael Brown,2499
4,53,4,9,3,Amsterdam,Amsterdam Mosquitoes,Central,Miguoel Admiraal,2448,San Diego,San Diego Surfers,Pacific,Tatev Abrahamyan,2333
4,53,5,9,0,London Towers,London Towers,Central,Ameet Ghasi,2475,Montreal,Montreal Chessbrahs,Atlantic,Eric Hansen,2629
4,53,5,9,1,London Towers,London Towers,Central,Roman Yanchenko,2436,Montreal,Montreal Chessbrahs,Atlantic,Aman Hambleton,2479
4,53,5,9,2,London Towers,London Towers,Central,David Gorodetzky,2418,Montreal,Montreal Chessbrahs,Atlantic,Raja Panjwani,2407
4,53,5,9,3,London Towers,London Towers,Central,Aaron Summerscale,2395,Montreal,Montreal Chessbrahs,Atlantic,Shiyam Thavandiran,2385
4,53,6,9,0,London Lions,London Lions,Central,Yang-Fan Zhou,2461,Miami,Miami Champions,Atlantic,Eduardo Iturrizaga,2665
4,53,6,9,1,London Lions,London Lions,Central,Justin Tan,2439,Miami,Miami Champions,Atlantic,Yuniesky Quesada,2619
4,53,6,9,2,London Lions,London Lions,Central,Ravi Haria,2398,Miami,Miami Champions,Atlantic,Julio Becerra Rivero,2536
4,53,6,9,3,London Lions,London Lions,Central,Lawrence Cooper,2347,Miami,Miami Champions,Atlantic,Nicholas Rosenthal,2164
4,53,7,9,0,Stockholm,Stockholm Snowballs,Central,Baadur Jobava,2702,Webster,Webster Windmills,Atlantic,Aleksandr Shimanov,2646
4,53,7,9,1,Stockholm,Stockholm Snowballs,Central,Levan Pantsulaia,2593,Webster,Webster Windmills,Atlantic,Ray Robson,2644
4,53,7,9,2,Stockholm,Stockholm Snowballs,Central,Erik Blomqvist,2521,Webster,Webster Windmills,Atlantic,Denes Boros,2475
4,53,7,9,3,Stockholm,Stockholm Snowballs,Central,Inna Agrest,2271,Webster,Webster Windmills,Atlantic,Katerina Nemcova,2315
5,56,0,12,0,Riga,Riga Magicians,Eastern,Toms Kantans,2524,Montreal,Montreal Chessbrahs,Atlantic,Eric Hansen,2629
5,56,0,12,1,Riga,Riga Magicians,Eastern,Noel Studer,2478,Montreal,Montreal Chessbrahs,Atlantic,Aman Hambleton,2479
5,56,0,12,2,Riga,Riga Magicians,Eastern,Arturs Bernotas,2431,Montreal,Montreal Chessbrahs,Atlantic,Raja Panjwani,2407
5,56,0,12,3,Riga,Riga Magicians,Eastern,Vojtech Zwardon,2405,Montreal,Montreal Chessbrahs,Atlantic,Shiyam Thavandiran,2385
5,56,1,12,0,Oslo,Oslo Trolls,Eastern,Roeland Pruijssers,2507,Miami,Miami Champions,Atlantic,Eduardo Iturrizaga,2665
5,56,1,12,1,Oslo,Oslo Trolls,Eastern,Ori Kobo,2482,Miami,Miami Champions,Atlantic,Yuniesky Quesada,2619
5,56,1,12,2,Oslo,Oslo Trolls,Eastern,Lars Oskar Hauge,2433,Miami,Miami Champions,Atlantic,Julio Becerra Rivero,2536
5,56,1,12,3,Oslo,Oslo Trolls,Eastern,Kjetil Stokke,2335,Miami,Miami Champions,Atlantic,Nicholas Rosenthal,2164
5,56,2,12,0,Estonia,Estonia Horses,Eastern,Gadir Guseinov,2646,Webster,Webster Windmills,Atlantic,Aleksandr Shimanov,2646
5,56,2,12,1,Estonia,Estonia Horses,Eastern,Avital Boruchovsky,2565,Webster,Webster Windmills,Atlantic,Ray Robson,2644
5,56,2,12,2,Estonia,Estonia Horses,Eastern,Jaan Ehlvest,2536,Webster,Webster Windmills,Atlantic,Denes Boros,2475
5,56,2,12,3,Estonia,Estonia Horses,Eastern,Sander Kukk,2178,Webster,Webster Windmills,Atlantic,Katerina Nemcova,2315
5,56,3,12,0,Norway,Norway Gnomes,Eastern,Magnus Carlsen,2827,San Diego,San Diego Surfers,Pacific,Alexey Dreev,2648
5,56,3,12,1,Norway,Norway Gnomes,Eastern,Nils Grandelius,2653,San Diego,San Diego Surfers,Pacific,Samuel Sevian,2610
5,56,3,12,2,Norway,Norway Gnomes,Eastern,Ruifeng Li,2585,San Diego,San Diego Surfers,Pacific,Michael Brown,2499
5,56,3,12,3,Norway,Norway Gnomes,Eastern,Francisco Silva Gonzalez,2062,San Diego,San Diego Surfers,Pacific,Tatev Abrahamyan,2333
5,56,4,12,0,San Jose,San Jose Hackers,Pacific,Rauf Mamedov,2678,Amsterdam,Amsterdam Mosquitoes,Central,Suat Atalik,2537
5,56,4,12,1,San Jose,San Jose Hackers,Pacific,Daniel Naroditsky,2626,Amsterdam,Amsterdam Mosquitoes,Central,David Klein,2491
5,56,4,12,2,San Jose,San Jose Hackers,Pacific,Zviad Izoria,2601,Amsterdam,Amsterdam Mosquitoes,Central,Quinten Ducarmon,2473
5,56,4,12,3,San Jose,San Jose Hackers,Pacific,Vinesh Ravuri,1918,Amsterdam,Amsterdam Mosquitoes,Central,Miguoel Admiraal,2448
5,56,5,12,0,Las Vegas,Las Vegas Desert Rats,Pacific,Sergei Azarov,2567,London Towers,London Towers,Central,Ameet Ghasi,2475
5,56,5,12,1,Las Vegas,Las Vegas Desert Rats,Pacific,Robert Aghasaryan,2531,London Towers,London Towers,Central,Roman Yanchenko,2436
5,56,5,12,2,Las Vegas,Las Vegas Desert Rats,Pacific,Levon Altounian,2443,London Towers,London Towers,Central,David Gorodetzky,2418
5,56,5,12,3,Las Vegas,Las Vegas Desert Rats,Pacific,Joel Banawa,2401,London Towers,London Towers,Central,Aaron Summerscale,2395
5,56,6,12,0,Australia,Australia Kangaroos,Pacific,Evgenij Miroshnichenko,2606,London Lions,London Lions,Central,Yang-Fan Zhou,2461
5,56,6,12,1,Australia,Australia Kangaroos,Pacific,Zong-Yuan Zhao,2543,London Lions,London Lions,Central,Justin Tan,2439
5,56,6,12,2,Australia,Australia Kangaroos,Pacific,Anton Smirnov,2508,London Lions,London Lions,Central,Ravi Haria,2398
5,56,6,12,3,Australia,Australia Kangaroos,Pacific,Brandon Clarke,2319,London Lions,London Lions,Central,Lawrence Cooper,2347
5,56,7,12,0,Minnesota,Minnesota Blizzard,Atlantic,Mauricio Flores,2529,Stockholm,Stockholm Snowballs,Central,Baadur Jobava,2702
5,56,7,12,1,Minnesota,Minnesota Blizzard,Atlantic,Andrew Tang,2488,Stockholm,Stockholm Snowballs,Central,Levan Pantsulaia,2593
5,56,7,12,2,Minnesota,Minnesota Blizzard,Atlantic,Akshat Chandra,2481,Stockholm,Stockholm Snowballs,Central,Erik Blomqvist,2521
5,56,7,12,3,Minnesota,Minnesota Blizzard,Atlantic,Daniel Gurevich,2471,Stockholm,Stockholm Snowballs,Central,Inna Agrest,2271
6,59,0,15,0,Miami,Miami Champions,Atlantic,Eduardo Iturrizaga,2665,Riga,Riga Magicians,Eastern,Toms Kantans,2524
6,59,0,15,1,Miami,Miami Champions,Atlantic,Yuniesky Quesada,2619,Riga,Riga Magicians,Eastern,Noel Studer,2478
6,59,0,15,2,Miami,Miami Champions,Atlantic,Julio Becerra Rivero,2536,Riga,Riga Magicians,Eastern,Arturs Bernotas,2431
6,59,0,15,3,Miami,Miami Champions,Atlantic,Nicholas Rosenthal,2164,Riga,Riga Magicians,Eastern,Vojtech Zwardon,2405
6,59,1,15,0,Webster,Webster Windmills,Atlantic,Aleksandr Shimanov,2646,Oslo,Oslo Trolls,Eastern,Roeland Pruijssers,2507
6,59,1,15,1,Webster,Webster Windmills,Atlantic,Ray Robson,2644,Oslo,Oslo Trolls,Eastern,Ori Kobo,2482
6,59,1,15,2,Webster,Webster Windmills,Atlantic,Denes Boros,2475,Oslo,Oslo Trolls,Eastern,Lars Oskar Hauge,2433
6,59,1,15,3,Webster,Webster Windmills,Atlantic,Katerina Nemcova,2315,Oslo,Oslo Trolls,Eastern,Kjetil Stokke,2335
6,59,2,15,0,San Diego,San Diego Surfers,Pacific,Alexey Dreev,2648,Estonia,Estonia Horses,Eastern,Gadir Guseinov,2646
6,59,2,15,1,San Diego,San Diego Surfers,Pacific,Samuel Sevian,2610,Estonia,Estonia Horses,Eastern,Avital Boruchovsky,2565
6,59,2,15,2,San Diego,San Diego Surfers,Pacific,Michael Brown,2499,Estonia,Estonia Horses,Eastern,Jaan Ehlvest,2536
6,59,2,15,3,San Diego,San Diego Surfers,Pacific,Tatev Abrahamyan,2333,Estonia,Estonia Horses,Eastern,Sander Kukk,2178
6,59,3,15,0,Montreal,Montreal Chessbrahs,Atlantic,Eric Hansen,2629,Norway,Norway Gnomes,Eastern,Magnus Carlsen,2827
6,59,3,15,1,Montreal,Montreal Chessbrahs,Atlantic,Aman Hambleton,2479,Norway,Norway Gnomes,Eastern,Nils Grandelius,2653
6,59,3,15,2,Montreal,Montreal Chessbrahs,Atlantic,Raja Panjwani,2407,Norway,Norway Gnomes,Eastern,Ruifeng Li,2585
6,59,3,15,3,Montreal,Montreal Chessbrahs,Atlantic,Shiyam Thavandiran,2385,Norway,Norway Gnomes,Eastern,Francisco Silva Gonzalez,2062
6,59,4,15,0,Amsterdam,Amsterdam Mosquitoes,Central,Suat Atalik,2537,Las Vegas,Las Vegas Desert Rats,Pacific,Sergei Azarov,2567
6,59,4,15,1,Amsterdam,Amsterdam Mosquitoes,Central,David Klein,2491,Las Vegas,Las Vegas Desert Rats,Pacific,Robert Aghasaryan,2531
6,59,4,15,2,Amsterdam,Amsterdam Mosquitoes,Central,Quinten Ducarmon,2473,Las Vegas,Las Vegas Desert Rats,Pacific,Levon Altounian,2443
6,59,4,15,3,Amsterdam,Amsterdam Mosquitoes,Central,Miguoel Admiraal,2448,Las Vegas,Las Vegas Desert Rats,Pacific,Joel Banawa,2401
6,59,5,15,0,London Towers,London Towers,Central,Ameet Ghasi,2475,Australia,Australia Kangaroos,Pacific,Evgenij Miroshnichenko,2606
6,59,5,15,1,London Towers,London Towers,Central,Roman Yanchenko,2436,Australia,Australia Kangaroos,Pacific,Zong-Yuan Zhao,2543
6,59,5,15,2,London Towers,London Towers,Central,David Gorodetzky,2418,Australia,Australia Kangaroos,Pacific,Anton Smirnov,2508
6,59,5,15,3,London Towers,London Towers,Central,Aaron Summerscale,2395,Australia,Australia Kangaroos,Pacific,Brandon Clarke,2319
6,59,6,15,0,London Lions,London Lions,Central,Yang-Fan Zhou,2461,Minnesota,Minnesota Blizzard,Atlantic,Mauricio Flores,2529
6,59,6,15,1,London Lions,London Lions,Central,Justin Tan,2439,Minnesota,Minnesota Blizzard,Atlantic,Andrew Tang,2488
6,59,6,15,2,London Lions,London Lions,Central,Ravi Haria,2398,Minnesota,Minnesota Blizzard,Atlantic,Akshat Chandra,2481
